[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-14 02:24:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-14 02:24:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-14 02:24:32] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070\
[2025-03-14 02:24:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://maxcarvajalhuegithubio.local/
[2025-03-14 02:25:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:30] [class-ss-page.php:119] Checking Content Identical:90615be1bcc289b5864ccbd2c3fba6d743d9ccb0===. Value: FALSE
[2025-03-14 02:25:30] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-14 02:25:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:380; Total: 815
[2025-03-14 02:25:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939af1ce5-izxqR7.tmp
[2025-03-14 02:25:30] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=5739
[2025-03-14 02:25:30] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=5739
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 4197 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939af1ce5-izxqR7.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:fdea370a525660e9389a12d4504ad6f1b9a33fde===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:379; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b0bb76-0uOcs5.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=5740
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=5740
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b0bb76-0uOcs5.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:37ffe3ba828f3b0bbca7fc108f3b96b6397e76dc===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:378; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b1896a-72MmyE.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=5741
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=5741
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b1896a-72MmyE.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:37ffe3ba828f3b0bbca7fc108f3b96b6397e76dc===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:377; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b1ff5c-M6g9Mp.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=5742
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=5742
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 705 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b1ff5c-M6g9Mp.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:3f64e8a3b2779e61928e0c7fd888051db852a7fd===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:376; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b32fc3-P5Fq1b.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=5743
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=5743
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 704 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b32fc3-P5Fq1b.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:fd7cf918d1c09ac43b4c8e43eac43cbfd1cf7d9e===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:375; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b423e4-2m06NJ.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=5744
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=5744
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b423e4-2m06NJ.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:ad8a4139627a3d47aad7ab2e6ad0be058b38a5bb===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:374; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b4fd58-CMH2Gy.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=5745
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=5745
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b4fd58-CMH2Gy.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:5ef141815395c1a29fd0f6b3fe47764b43b40c0f===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:373; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b592e4-FPS4jU.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=5746
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=5746
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1578 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b592e4-FPS4jU.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:d1e29f1fa4c71fae6683692ec516cbfe5763a719===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:372; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b61d34-Om2Cu1.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?simply_static_page=5747
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?simply_static_page=5747
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1578 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b61d34-Om2Cu1.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:d1e29f1fa4c71fae6683692ec516cbfe5763a719===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:371; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b6b808-y9lL84.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css?simply_static_page=5748
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css?simply_static_page=5748
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1283 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b6b808-y9lL84.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:00eb58804068b1299112d9009a09aa4885c9b547===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:370; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b75be3-Sw8v1S.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video.min.css?simply_static_page=5749
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/css/widget-video.min.css?simply_static_page=5749
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 1283 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b75be3-Sw8v1S.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:00eb58804068b1299112d9009a09aa4885c9b547===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:369; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b80867-R7SDdb.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js?simply_static_page=5750
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js?simply_static_page=5750
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 4102 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b80867-R7SDdb.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:fd4adc55382cd86afc999e2839a42c1137bd3e3b===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:368; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b873af-aSVNBV.tmp
[2025-03-14 02:25:31] [class-ss-page-handler.php:38] URL Prepared:http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=5751
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:251] Fetching URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=5751
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:103] Filesize: 44877 bytes
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67d3939b873af-aSVNBV.tmp to C:\Users\maxca\Local Sites\maxcarvajalhuegithubio\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741919070/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-14 02:25:31] [class-ss-page.php:119] Checking Content Identical:e4be3e5b2b9939ea7ddb11dfdc23433498194ea6===. Value: FALSE
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:69] URL: http://maxcarvajalhuegithubio.local/wp-content/plugins/elementor/assets/js/0d1a75a41cae2a76432a.bundle.js
[2025-03-14 02:25:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:367; Total: 815
[2025-03-14 02:25:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-14 02:25:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67d3939b914f0-JQLJOV.tmp
